movie_id,movie_title,collaborator_id,collaborator_name,role,character,release_date
696842,Scorsese's GoodFellas,1037,Harvey Keitel,Actor,Self,2015/5/5
696842,Scorsese's GoodFellas,11477,Ray Liotta,Actor,Self,2015/5/5
696842,Scorsese's GoodFellas,7163,Nicholas Pileggi,Actor,Self,2015/5/5
696842,Scorsese's GoodFellas,3661,Thelma Schoonmaker,Actor,Self,2015/5/5
696842,Scorsese's GoodFellas,1032,Martin Scorsese,Actor,Self,2015/5/5
696842,Scorsese's GoodFellas,11472,Irwin Winkler,Actor,Self,2015/5/5
696842,Scorsese's GoodFellas,62635,Terence Winter,Actor,Self,2015/5/5
669983,Teslafy Me,2322849,Janja Glogovac,Director,,2019/11/1
669983,Teslafy Me,1060565,Marina Abramovi?,Actor,Self,2019/11/1
669983,Teslafy Me,2618605,Branko Terzi?,Actor,Self,2019/11/1
669983,Teslafy Me,2618606,Gramatik,Actor,Self,2019/11/1
402970,Notes on an American Film Director at Work,1092208,Jonas Mekas,Director,,2008/1/1
402970,Notes on an American Film Director at Work,1092208,Jonas Mekas,Actor,Self,2008/1/1
402970,Notes on an American Film Director at Work,1032,Martin Scorsese,Actor,Self,2008/1/1
402970,Notes on an American Film Director at Work,5538,Ray Winstone,Actor,Self,2008/1/1
402970,Notes on an American Film Director at Work,8349,Martin Sheen,Actor,Self,2008/1/1
402970,Notes on an American Film Director at Work,7531,Joseph P. Reidy,Actor,Self,2008/1/1
402970,Notes on an American Film Director at Work,3769,Michael Ballhaus,Actor,Self,2008/1/1
402970,Notes on an American Film Director at Work,1402039,Martha Pinson,Actor,Self,2008/1/1
402970,Notes on an American Film Director at Work,1402040,Larry Kaplan,Actor,Self,2008/1/1
402970,Notes on an American Film Director at Work,9178,Kristi Zea,Actor,Self,2008/1/1
402970,Notes on an American Film Director at Work,2639084,Freida Orange,Actor,Self,2008/1/1
621751,And We Go Green,103150,Malcolm Venville,Director,,2019/5/23
621751,And We Go Green,26473,Fisher Stevens,Director,,2019/5/23
621751,And We Go Green,2692466,Sam Bird,Actor,Self,2019/5/23
621751,And We Go Green,2169151,Nelson Piquet Jr.,Actor,Self,2019/5/23
621751,And We Go Green,2636124,Jean-¨¦ric Vergne,Actor,Self,2019/5/23
621751,And We Go Green,2785114,Hazel Southwell,Actor,Self,2019/5/23
621751,And We Go Green,2592643,Lucas di Grassi,Actor,Self,2019/5/23
621751,And We Go Green,1906016,Alejandro Agag,Actor,Self,2019/5/23
621751,And We Go Green,3179831,Jules Bianchi,Actor,Self (archive footage),2019/5/23
621751,And We Go Green,114,Orlando Bloom,Actor,Self,2019/5/23
621751,And We Go Green,1523704,Pope Francis,Actor,Self,2019/5/23
621751,And We Go Green,1826896,Andr¨¦ Lotterer,Actor,Self,2019/5/23
36863,Everything's Cool,1062364,Judith Helfand,Director,,2007/1/1
36863,Everything's Cool,944538,Daniel B. Gold,Director,,2007/1/1
36863,Everything's Cool,944538,Daniel B. Gold,Actor,Narrator (voice),2007/1/1
36863,Everything's Cool,2830394,Ross Gelbspan,Actor,Self,2007/1/1
36863,Everything's Cool,971346,Bill McKibben,Actor,Self,2007/1/1
36863,Everything's Cool,2830395,John 'Bish' Neuhauser,Actor,Self,2007/1/1
36863,Everything's Cool,2830396,Ted Nordhaus,Actor,Self,2007/1/1
36863,Everything's Cool,2830397,Rick Piltz,Actor,Self,2007/1/1
36863,Everything's Cool,1181379,Michael Shellenberger,Actor,Self,2007/1/1
36863,Everything's Cool,2830398,Sheila Watt-Cloutier,Actor,Self,2007/1/1
36863,Everything's Cool,146687,Tony Blair,Actor,Self (archive footage),2007/1/1
36863,Everything's Cool,117180,Tom Brokaw,Actor,Self (archive footage),2007/1/1
646380,Don't Look Up,55710,Adam McKay,Director,,2021/12/8
646380,Don't Look Up,72129,Jennifer Lawrence,Actor,Kate Dibiasky,2021/12/8
646380,Don't Look Up,5064,Meryl Streep,Actor,President Orlean,2021/12/8
646380,Don't Look Up,112,Cate Blanchett,Actor,Brie Evantee,2021/12/8
646380,Don't Look Up,1281250,Rob Morgan,Actor,Dr. Teddy Oglethorpe,2021/12/8
646380,Don't Look Up,21007,Jonah Hill,Actor,Jason Orlean,2021/12/8
646380,Don't Look Up,40900,Mark Rylance,Actor,Peter Isherwell,2021/12/8
646380,Don't Look Up,80602,Tyler Perry,Actor,Jack Bremmer,2021/12/8
646380,Don't Look Up,1190668,Timoth¨¦e Chalamet,Actor,Yule,2021/12/8
646380,Don't Look Up,2372,Ron Perlman,Actor,Benedict Drask,2021/12/8
646380,Don't Look Up,226001,Ariana Grande,Actor,Riley Bina,2021/12/8
792166,Leonardo DiCaprio: Most Wanted!,2149773,Henrike Sandner,Director,,2021/1/29
792166,Leonardo DiCaprio: Most Wanted!,2996859,Brigitte Steinmetz,Actor,Self,2021/1/29
792166,Leonardo DiCaprio: Most Wanted!,30365,Michael Caton-Jones,Actor,Self - Filmmaker,2021/1/29
792166,Leonardo DiCaprio: Most Wanted!,2389156,Katja Nicodemus,Actor,Self,2021/1/29
792166,Leonardo DiCaprio: Most Wanted!,2996862,Tim Cogshell,Actor,Self,2021/1/29
792166,Leonardo DiCaprio: Most Wanted!,1128,Agnieszka Holland,Actor,Self - Filmmaker,2021/1/29
792166,Leonardo DiCaprio: Most Wanted!,1032,Martin Scorsese,Actor,Self - Filmmaker (archive footage),2021/1/29
792166,Leonardo DiCaprio: Most Wanted!,164954,David Nathan,Actor,Narrator,2021/1/29
795859,kid 90,116436,Soleil Moon Frye,Director,,2021/3/12
795859,kid 90,116436,Soleil Moon Frye,Actor,Self,2021/3/12
795859,kid 90,15234,David Arquette,Actor,Self,2021/3/12
795859,kid 90,10822,Stephen Dorff,Actor,Self,2021/3/12
795859,kid 90,9296,Balthazar Getty,Actor,Self,2021/3/12
795859,kid 90,19184,Mark-Paul Gosselaar,Actor,Self,2021/3/12
795859,kid 90,19148,Brian Austin Green,Actor,Self,2021/3/12
795859,kid 90,2973531,Tori Leonard,Actor,Self,2021/3/12
795859,kid 90,22248,Heather McComb,Actor,Self,2021/3/12
795859,kid 90,106843,Buzz Aldrin,Actor,Self (archive footage),2021/3/12
795859,kid 90,6715,Dana Ashbrook,Actor,Self (archive footage),2021/3/12
631143,QT8: The First Eight,1188493,Tara Wood,Director,,2019/10/21
631143,QT8: The First Eight,138,Quentin Tarantino,Actor,Self (archive footage),2019/10/21
631143,QT8: The First Eight,20494,Zo? Bell,Actor,Self,2019/10/21
631143,QT8: The First Eight,1091199,Louis Black,Actor,Self,2019/10/21
631143,QT8: The First Eight,6905,Bruce Dern,Actor,Self,2019/10/21
631143,QT8: The First Eight,5694,Robert Forster,Actor,Self,2019/10/21
631143,QT8: The First Eight,134,Jamie Foxx,Actor,Self,2019/10/21
631143,QT8: The First Eight,12997,Richard N. Gladstein,Actor,Self,2019/10/21
631143,QT8: The First Eight,10431,Jennifer Jason Leigh,Actor,Self,2019/10/21
631143,QT8: The First Eight,9824,Diane Kruger,Actor,Self,2019/10/21
631143,QT8: The First Eight,140,Lucy Liu,Actor,Self,2019/10/21
259465,The Wolf Pack,1413362,Barbara Toennies,Director,,2014/3/20
259465,The Wolf Pack,1027545,Riza Aziz,Actor,Self,2014/3/20
259465,The Wolf Pack,3497,Kyle Chandler,Actor,Self,2014/3/20
259465,The Wolf Pack,15277,Jon Favreau,Actor,Self,2014/3/20
259465,The Wolf Pack,21007,Jonah Hill,Actor,Self,2014/3/20
259465,The Wolf Pack,45648,Emma Tillinger Koskoff,Actor,Self,2014/3/20
259465,The Wolf Pack,1027550,Joey McFarland,Actor,Self,2014/3/20
259465,The Wolf Pack,9027,Sandy Powell,Actor,Self,2014/3/20
259465,The Wolf Pack,3026,Rob Reiner,Actor,Self,2014/3/20
259465,The Wolf Pack,234352,Margot Robbie,Actor,Self,2014/3/20
259465,The Wolf Pack,1032,Martin Scorsese,Actor,Self,2014/3/20
818082,The Savior for Sale,1932996,Antoine Vitkine,Director,,2021/11/25
818082,The Savior for Sale,1678375,Robert Simon,Actor,Self / The Merchant #1,2021/11/25
818082,The Savior for Sale,3202303,Basil Hendry,Actor,Self - Son of the Painting's Owner (voice),2021/11/25
818082,The Savior for Sale,3202306,Dianne Dwyer Modestini,Actor,Self - Painting Conservator,2021/11/25
818082,The Savior for Sale,3202309,Luke Syson,Actor,Self / The Curator,2021/11/25
818082,The Savior for Sale,220726,Martin Kemp,Actor,Self / The Expert,2021/11/25
818082,The Savior for Sale,3202325,Matthew Landrus,Actor,Self / The Researcher,2021/11/25
818082,The Savior for Sale,3202327,Scott Reyburn,Actor,Self / The Journalist,2021/11/25
818082,The Savior for Sale,3202335,Warren Adelson,Actor,Self / The Merchant #2,2021/11/25
818082,The Savior for Sale,3202337,Nicolas Joly,Actor,Self - Former Shoteby's France VP,2021/11/25
818082,The Savior for Sale,3202342,Dmitry Rybolovlev,Actor,Self / The Oligarch,2021/11/25
656423,Portrait of Leonardo: The Kid Who Took Hollywood,5310201,Chris Chase,Director,,1998/5/16
402967,Koko: The Gorilla Who Talks to People,1716234,Jonathan Taylor,Director,,2016/6/15
402967,Koko: The Gorilla Who Talks to People,216425,Bertie Carvel,Actor,Narrator (voice),2016/6/15
402967,Koko: The Gorilla Who Talks to People,150071,Penny Patterson,Actor,Self,2016/6/15
402967,Koko: The Gorilla Who Talks to People,2157,Robin Williams,Actor,Self,2016/6/15
402967,Koko: The Gorilla Who Talks to People,1364939,Koko,Actor,Self,2016/6/15
402967,Koko: The Gorilla Who Talks to People,39624,Peter Gabriel,Actor,Self,2016/6/15
402967,Koko: The Gorilla Who Talks to People,6588,Isabella Rossellini,Actor,Self,2016/6/15
402967,Koko: The Gorilla Who Talks to People,1748,William Shatner,Actor,Self,2016/6/15
402967,Koko: The Gorilla Who Talks to People,982,Sting,Actor,Self,2016/6/15
1294299,Leonardo: King of the World,4730211,Jeffrey E. Davis,Director,,1998/8/4
1294299,Leonardo: King of the World,4730215,Serena Yang,Actor,Self - Host,1998/8/4
1294299,Leonardo: King of the World,545802,Stephen P. Jarchow,Actor,Himself,1998/8/4
1294299,Leonardo: King of the World,4730242,Helen Stringos-Arias,Actor,Herself,1998/8/4
597,Titanic,2710,James Cameron,Director,,1997/11/18
597,Titanic,204,Kate Winslet,Actor,Rose DeWitt Bukater,1997/11/18
597,Titanic,1954,Billy Zane,Actor,Cal Hockley,1997/11/18
597,Titanic,8534,Kathy Bates,Actor,Molly Brown,1997/11/18
597,Titanic,3713,Frances Fisher,Actor,Ruth DeWitt Bukater,1997/11/18
597,Titanic,8535,Gloria Stuart,Actor,Old Rose,1997/11/18
597,Titanic,2053,Bill Paxton,Actor,Brock Lovett,1997/11/18
597,Titanic,1369,Bernard Hill,Actor,Captain Smith,1997/11/18
597,Titanic,2076,David Warner,Actor,Spicer Lovejoy,1997/11/18
597,Titanic,8536,Victor Garber,Actor,Thomas Andrews,1997/11/18
597,Titanic,8537,Jonathan Hyde,Actor,Bruce Ismay,1997/11/18
1463626,"$200,000,001: A Ship's Odyssey (The Titanic Crew Video)",204,Kate Winslet,Actor,Self / Rose DeWitt Bukater (archive footage),2005/10/25
1463626,"$200,000,001: A Ship's Odyssey (The Titanic Crew Video)",1954,Billy Zane,Actor,Self / Cal Hockley (archive footage),2005/10/25
1463626,"$200,000,001: A Ship's Odyssey (The Titanic Crew Video)",2053,Bill Paxton,Actor,Self / Brock Lovett (archive footage),2005/10/25
1463626,"$200,000,001: A Ship's Odyssey (The Titanic Crew Video)",2710,James Cameron,Actor,Self (archive footage),2005/10/25
1463626,"$200,000,001: A Ship's Odyssey (The Titanic Crew Video)",8540,Danny Nucci,Actor,Self / Fabrizio De Rossi (archive footage),2005/10/25
1463626,"$200,000,001: A Ship's Odyssey (The Titanic Crew Video)",3713,Frances Fisher,Actor,Self / Ruth DeWitt Bukater (archive footage),2005/10/25
1463626,"$200,000,001: A Ship's Odyssey (The Titanic Crew Video)",8529,Jon Landau,Actor,Self (archive footage),2005/10/25
1463626,"$200,000,001: A Ship's Odyssey (The Titanic Crew Video)",8534,Kathy Bates,Actor,Self / Molly Brown (archive footage),2005/10/25
1463626,"$200,000,001: A Ship's Odyssey (The Titanic Crew Video)",1369,Bernard Hill,Actor,Self / Edward Smith (archive footage),2005/10/25
1463626,"$200,000,001: A Ship's Odyssey (The Titanic Crew Video)",8536,Victor Garber,Actor,Self / Thomas Andrews (archive footage),2005/10/25
1465904,Heart of the Ocean: The Making of Titanic,1192052,Ed W. Marsh,Director,,1997/12/20
1465904,Heart of the Ocean: The Making of Titanic,204,Kate Winslet,Actor,Self / Rose Dewitt Bukater,1997/12/20
1465904,Heart of the Ocean: The Making of Titanic,2710,James Cameron,Actor,Self,1997/12/20
1465904,Heart of the Ocean: The Making of Titanic,2053,Bill Paxton,Actor,Self / Brock Lovett,1997/12/20
1465904,Heart of the Ocean: The Making of Titanic,1954,Billy Zane,Actor,Self / Caledon Hockley (archive footage),1997/12/20
1465904,Heart of the Ocean: The Making of Titanic,8537,Jonathan Hyde,Actor,Self / J. Bruce Ismay,1997/12/20
1465904,Heart of the Ocean: The Making of Titanic,8529,Jon Landau,Actor,Self,1997/12/20
1465904,Heart of the Ocean: The Making of Titanic,21567,Rae Sanchini,Actor,Self,1997/12/20
1465904,Heart of the Ocean: The Making of Titanic,8527,Deborah L. Scott,Actor,Self,1997/12/20
1465904,Heart of the Ocean: The Making of Titanic,8523,Russell Carpenter,Actor,Self,1997/12/20
1465904,Heart of the Ocean: The Making of Titanic,1402031,Robert Legato,Actor,Self,1997/12/20
1468496,Titanic: Breaking New Ground,2640383,Doug McCallie,Director,,1998/3/24
1468496,Titanic: Breaking New Ground,9979,Peter Coyote,Actor,Narrator,1998/3/24
1468496,Titanic: Breaking New Ground,2710,James Cameron,Actor,Self,1998/3/24
1468496,Titanic: Breaking New Ground,204,Kate Winslet,Actor,Self,1998/3/24
1468496,Titanic: Breaking New Ground,8534,Kathy Bates,Actor,Self,1998/3/24
1468496,Titanic: Breaking New Ground,8529,Jon Landau,Actor,Self,1998/3/24
1468496,Titanic: Breaking New Ground,137874,Robert D. Ballard,Actor,Self,1998/3/24
1486488,Titanic: Behind The Scenes,204,Kate Winslet,Actor,Self / Rose DeWitt Bukater (archive footage),2005/10/24
1486488,Titanic: Behind The Scenes,2710,James Cameron,Actor,Self,2005/10/24
1486488,Titanic: Behind The Scenes,8535,Gloria Stuart,Actor,Self / Old Rose (archive footage),2005/10/24
1486488,Titanic: Behind The Scenes,1954,Billy Zane,Actor,Self / Cal Hockley (archive footage),2005/10/24
1486488,Titanic: Behind The Scenes,8529,Jon Landau,Actor,Self,2005/10/24
1486488,Titanic: Behind The Scenes,21567,Rae Sanchini,Actor,Self,2005/10/24
1486488,Titanic: Behind The Scenes,3713,Frances Fisher,Actor,Self / Ruth DeWitt Bukater (archive footage),2005/10/24
1486488,Titanic: Behind The Scenes,8540,Danny Nucci,Actor,Self / Fabrizio De Rossi (archive footage),2005/10/24
1486488,Titanic: Behind The Scenes,8534,Kathy Bates,Actor,Self / Molly Brown (archive footage),2005/10/24
1486488,Titanic: Behind The Scenes,8536,Victor Garber,Actor,Self / Thomas Andrews (archive footage),2005/10/24
77443,David Blaine: Fearless,79515,David Blaine,Actor,David Blaine,2002/5/14
77443,David Blaine: Fearless,165847,Troy Aikman,Actor,Self,2002/5/14
77443,David Blaine: Fearless,1178312,Emmitt Smith,Actor,Self,2002/5/14
77443,David Blaine: Fearless,174792,Deion Sanders,Actor,Self,2002/5/14
393076,Heart of the Festival,951580,Gilles Jacob,Director,,2002/4/16
393076,Heart of the Festival,225109,Mario Martone,Actor,self,2002/4/16
393076,Heart of the Festival,9888,Claire Denis,Actor,Self,2002/4/16
393076,Heart of the Festival,6553,Isabelle Adjani,Actor,,2002/4/16
393076,Heart of the Festival,20234,Fanny Ardant,Actor,,2002/4/16
393076,Heart of the Festival,40,Orson Welles,Actor,,2002/4/16
393076,Heart of the Festival,7570,Lauren Bacall,Actor,,2002/4/16
393076,Heart of the Festival,14701,Carroll Baker,Actor,,2002/4/16
393076,Heart of the Festival,3783,Brigitte Bardot,Actor,,2002/4/16
393076,Heart of the Festival,6648,Ingmar Bergman,Actor,,2002/4/16
393076,Heart of the Festival,4111,Ingrid Bergman,Actor,,2002/4/16
